# --------------------------------------------------------------------
# DATA PRODUCT
#
# NOAA Greenhouse Gas Marine Boundary Layer Reference
#
# Atmospheric methane mole fractions derived
# from the NOAA GML Carbon Cycle Cooperative Global Air
# Sampling Network.
#
# CH4 data in this file are on the X2004A scale.
#
# Reference produced by gml.noaa.gov/ccgg/GHGreference/.
#
# File Creation: 2024-04-16T07:38:25
#
# --------------------------------------------------------------------
# DATA SOURCE AND CONTACTS
#
# National Oceanic and Atmospheric Administration (NOAA)
# Global Monitoring Laboratory (GML)
# Carbon Cycle Greenhouse Gases (CCGG)
#
# Correspondence concerning these data should be directed to:
#
# Xin Lan
# NOAA Global Monitoring Laboratory
# 325 Broadway, GML-1
# Boulder, CO  80305
# U.S.A.
#
# email:    Xin.Lan@noaa.gov
#
# --------------------------------------------------------------------
# USE OF DATA
#
# These data are made freely available to the public and the
# scientific community in the belief that their wide dissemination
# will lead to greater understanding and new scientific insights.
# The availability of these data does not constitute publication
# of the data.  NOAA relies on the ethics and integrity of the user to
# assure that GML receives fair credit for their work.  If the data
# are obtained for potential use in a publication or presentation,
# GML should be informed at the outset of the nature of this work.
# If the GML data are essential to the work, or if an important
# result or conclusion depends on the GML data, co-authorship
# may be appropriate.  This should be discussed at an early stage in
# the work.  Manuscripts using the GML data should be sent to GML
# for review before they are submitted for publication so we can
# insure that the quality and limitations of the data are accurately
# represented.
#
# --------------------------------------------------------------------
# CITATION
#
# Please reference these data as
#
#   Lan, X., Tans, P., Thoning, K., & NOAA Global Monitoring Laboratory. (2023).
#   NOAA Greenhouse Gas Marine Boundary Layer Reference - CH4. [Data set]. NOAA GML.
#   https://doi.org/10.15138/TJPQ-0D69
#
# --------------------------------------------------------------------
# PRODUCT CONSTRAINTS
#
#            Date Range: 2000-01-01, 2023-01-01
# Degree Latitude Range: -5.0000, 5.0000
#   Sine Latitude Range: -0.087156, 0.087156
#
# --------------------------------------------------------------------
# NOAA GREENHOUSE GAS MBL ZONAL REFERENCE
#
# year month day decimal_date value uncertainty
2000 11 16   2000.875000   1747.8787      1.8584
2000 11 23   2000.895833   1747.9808      1.9124
2000 12 01   2000.916667   1748.0958      2.1699
2000 12 09   2000.937500   1748.2231      2.4891
2000 12 16   2000.958333   1748.3526      2.7073
2000 12 24   2000.979167   1748.4621      2.7560
2001 01 01   2001.000000   1748.6320      2.6307
2001 01 08   2001.020833   1748.8303      2.4585
2001 01 16   2001.041667   1749.1688      2.3044
2001 01 23   2001.062500   1749.7359      2.2433
2001 01 31   2001.083333   1750.5909      2.2909
2001 02 08   2001.104167   1751.7413      2.4104
2001 02 15   2001.125000   1753.1218      2.5377
2001 02 23   2001.145833   1754.0904      2.4158
2001 03 02   2001.166667   1755.3197      2.3331
2001 03 10   2001.187500   1756.2978      2.1401
2001 03 18   2001.208333   1756.8888      1.8834
2001 03 25   2001.229167   1756.9959      1.6369
2001 04 02   2001.250000   1756.5872      1.4895
2001 04 09   2001.270833   1755.6932      1.5183
2001 04 17   2001.291667   1754.4137      1.7191
2001 04 25   2001.312500   1752.8865      1.9991
2001 05 02   2001.333333   1751.3102      2.2854
2001 05 10   2001.354167   1749.8512      2.5270
2001 05 17   2001.375000   1747.2964      3.0619
2001 05 25   2001.395833   1746.1232      3.1556
2001 06 02   2001.416667   1745.3961      3.2226
2001 06 09   2001.437500   1745.0670      3.2992
2001 06 17   2001.458333   1745.0491      3.4082
2001 06 24   2001.479167   1745.2333      3.5512
2001 07 02   2001.500000   1745.5120      3.7059
2001 07 10   2001.520833   1745.7927      3.8420
2001 07 17   2001.541667   1745.9583      3.8825
2001 07 25   2001.562500   1746.0549      3.8426
2001 08 01   2001.583333   1746.0641      3.7524
2001 08 09   2001.604167   1746.0223      3.6273
2001 08 17   2001.625000   1745.9685      3.4790
2001 08 24   2001.645833   1745.9291      3.3159
2001 09 01   2001.666667   1745.9106      3.1458
2001 09 08   2001.687500   1745.9037      2.9766
2001 09 16   2001.708333   1746.8646      2.4801
2001 09 24   2001.729167   1747.0102      2.4389
2001 10 01   2001.750000   1747.0024      2.4172
2001 10 09   2001.770833   1746.8266      2.4078
2001 10 16   2001.791667   1746.5489      2.4074
2001 10 24   2001.812500   1746.2838      2.4258
2001 11 01   2001.833333   1746.3919      2.5385
2001 11 08   2001.854167   1746.8138      2.6952
2001 11 16   2001.875000   1747.6206      2.8616
2001 11 23   2001.895833   1748.7721      2.9800
2001 12 01   2001.916667   1750.1318      3.0001
2001 12 09   2001.937500   1751.4809      2.9038
2001 12 16   2001.958333   1752.5860      2.7113
2001 12 24   2001.979167   1755.1508      2.4938
2002 01 01   2002.000000   1754.3066      2.0855
2002 01 08   2002.020833   1752.2426      1.7277
2002 01 16   2002.041667   1750.1785      1.9702
2002 01 23   2002.062500   1748.4695      2.4195
2002 01 31   2002.083333   1747.6095      2.7778
2002 02 08   2002.104167   1747.8318      2.9191
2002 02 15   2002.125000   1749.1416      2.8109
2002 02 23   2002.145833   1751.3025      2.4813
2002 03 02   2002.166667   1753.9029      2.0116
2002 03 10   2002.187500   1756.3833      1.4680
2002 03 18   2002.208333   1758.4819      1.8463
2002 03 25   2002.229167   1759.5363      1.3889
2002 04 02   2002.250000   1759.7381      1.1312
2002 04 09   2002.270833   1759.1337      1.0857
2002 04 17   2002.291667   1757.3669      1.3973
2002 04 25   2002.312500   1755.6398      1.6244
2002 05 02   2002.333333   1753.8041      1.9497
2002 05 10   2002.354167   1752.1393      2.2999
2002 05 17   2002.375000   1750.7670      2.5824
2002 05 25   2002.395833   1749.7260      2.7463
2002 06 02   2002.416667   1749.0143      2.7928
2002 06 09   2002.437500   1748.6039      2.7509
2002 06 17   2002.458333   1748.4576      2.6591
2002 06 24   2002.479167   1748.5476      2.5560
2002 07 02   2002.500000   1748.6590      2.4450
2002 07 10   2002.520833   1748.1248      2.1052
2002 07 17   2002.541667   1749.1134      1.9493
2002 07 25   2002.562500   1749.9215      1.8773
2002 08 01   2002.583333   1750.3303      1.8449
2002 08 09   2002.604167   1750.2019      1.8036
2002 08 17   2002.625000   1749.6069      1.7453
2002 08 24   2002.645833   1748.6104      1.7118
2002 09 01   2002.666667   1747.3006      1.7507
2002 09 08   2002.687500   1745.9756      1.9305
2002 09 16   2002.708333   1744.8351      2.2563
2002 09 24   2002.729167   1744.0000      2.6442
2002 10 01   2002.750000   1743.6949      3.0231
2002 10 09   2002.770833   1743.9408      3.3414
2002 10 16   2002.791667   1744.6839      3.5686
2002 10 24   2002.812500   1745.8773      3.7038
2002 11 01   2002.833333   1747.4435      3.7882
2002 11 08   2002.854167   1749.1278      3.7959
2002 11 16   2002.875000   1750.7744      3.7338
2002 11 23   2002.895833   1752.2310      3.6483
2002 12 01   2002.916667   1753.3246      3.5187
2002 12 09   2002.937500   1753.8913      3.3602
2002 12 16   2002.958333   1754.2319      3.2466
2002 12 24   2002.979167   1754.2972      3.1256
2003 01 01   2003.000000   1754.6199      2.6109
2003 01 08   2003.020833   1754.6711      2.5803
2003 01 16   2003.041667   1754.5659      2.5754
2003 01 23   2003.062500   1754.3910      2.6169
2003 01 31   2003.083333   1754.2018      2.6960
2003 02 08   2003.104167   1753.8863      2.7477
2003 02 15   2003.125000   1753.3901      2.7517
2003 02 23   2003.145833   1752.8179      2.7449
2003 03 02   2003.166667   1752.1707      2.7950
2003 03 10   2003.187500   1751.4420      2.9530
2003 03 18   2003.208333   1750.8073      3.2313
2003 03 25   2003.229167   1750.3276      3.5532
2003 04 02   2003.250000   1749.9871      3.8046
2003 04 09   2003.270833   1749.8472      3.9297
2003 04 17   2003.291667   1749.8388      3.8871
2003 04 25   2003.312500   1749.7671      3.7371
2003 05 02   2003.333333   1749.5316      3.4499
2003 05 10   2003.354167   1749.1208      3.1399
2003 05 17   2003.375000   1748.4881      2.8161
2003 05 25   2003.395833   1747.7616      2.4665
2003 06 02   2003.416667   1747.1000      2.1580
2003 06 09   2003.437500   1746.6545      1.9026
2003 06 17   2003.458333   1746.5887      1.6976
2003 06 24   2003.479167   1747.0239      1.5713
2003 07 02   2003.500000   1747.8263      1.5235
2003 07 10   2003.520833   1748.8326      1.4871
2003 07 17   2003.541667   1749.9217      1.4349
2003 07 25   2003.562500   1750.7460      1.4050
2003 08 01   2003.583333   1751.1920      1.4393
2003 08 09   2003.604167   1751.2635      1.5430
2003 08 17   2003.625000   1750.9303      1.6634
2003 08 24   2003.645833   1750.3178      1.7597
2003 09 01   2003.666667   1749.7117      1.8567
2003 09 08   2003.687500   1749.1976      1.9646
2003 09 16   2003.708333   1748.8280      2.0422
2003 09 24   2003.729167   1748.6673      2.0803
2003 10 01   2003.750000   1748.6087      2.0536
2003 10 09   2003.770833   1748.5445      1.9532
2003 10 16   2003.791667   1748.4979      1.9116
2003 10 24   2003.812500   1748.4790      2.0066
2003 11 01   2003.833333   1748.5677      2.1856
2003 11 08   2003.854167   1748.9160      2.3864
2003 11 16   2003.875000   1749.6160      2.5283
2003 11 23   2003.895833   1750.8108      2.5634
2003 12 01   2003.916667   1752.4737      2.4840
2003 12 09   2003.937500   1754.4083      2.3741
2003 12 16   2003.958333   1756.4095      2.2747
2003 12 24   2003.979167   1758.2011      2.2175
2004 01 01   2004.000000   1759.6079      2.1107
2004 01 08   2004.020833   1760.2903      2.2462
2004 01 16   2004.041667   1760.4502      2.5197
2004 01 23   2004.062500   1760.5343      2.8898
2004 01 31   2004.083333   1760.3059      3.2060
2004 02 08   2004.104167   1760.4717      3.3488
2004 02 15   2004.125000   1761.2534      3.2408
2004 02 23   2004.145833   1762.7487      2.8734
2004 03 02   2004.166667   1764.7975      2.3778
2004 03 09   2004.187500   1767.0090      2.0778
2004 03 17   2004.208333   1768.9207      2.1754
2004 03 24   2004.229167   1770.1069      2.4419
2004 04 01   2004.250000   1770.1357      2.5903
2004 04 09   2004.270833   1769.0487      2.4981
2004 04 16   2004.291667   1766.9960      2.2793
2004 04 24   2004.312500   1764.2495      2.2533
2004 05 01   2004.333333   1761.2754      2.5850
2004 05 09   2004.354167   1758.4830      3.0923
2004 05 17   2004.375000   1755.5252      3.3714
2004 05 24   2004.395833   1753.7501      3.4890
2004 06 01   2004.416667   1752.5968      3.3654
2004 06 09   2004.437500   1751.9038      3.0316
2004 06 16   2004.458333   1751.4985      2.5816
2004 06 24   2004.479167   1751.2877      2.1287
2004 07 02   2004.500000   1751.1986      1.7382
2004 07 09   2004.520833   1751.2050      1.4400
2004 07 17   2004.541667   1751.3105      1.2657
2004 07 24   2004.562500   1751.4888      1.1894
2004 08 01   2004.583333   1751.6674      1.1792
2004 08 09   2004.604167   1751.7665      1.2247
2004 08 16   2004.625000   1751.6808      1.3185
2004 08 24   2004.645833   1751.2726      1.4416
2004 09 01   2004.666667   1750.5077      1.5925
2004 09 08   2004.687500   1749.3584      1.7813
2004 09 16   2004.708333   1747.9035      2.0169
2004 09 23   2004.729167   1746.3495      2.2718
2004 10 01   2004.750000   1744.5461      2.4465
2004 10 09   2004.770833   1743.3556      2.5298
2004 10 16   2004.791667   1742.8807      2.4854
2004 10 24   2004.812500   1743.3782      2.2691
2004 10 31   2004.833333   1744.6930      2.1077
2004 11 08   2004.854167   1746.7910      2.1599
2004 11 16   2004.875000   1749.2870      2.4444
2004 11 23   2004.895833   1751.6754      2.7899
2004 12 01   2004.916667   1753.7316      3.0377
2004 12 09   2004.937500   1755.1966      3.1624
2004 12 16   2004.958333   1756.0400      3.1707
2004 12 24   2004.979167   1756.4303      3.0831
2005 01 01   2005.000000   1758.6083      3.3948
2005 01 08   2005.020833   1759.1494      3.4357
2005 01 16   2005.041667   1759.9058      3.5306
2005 01 23   2005.062500   1760.8983      3.5898
2005 01 31   2005.083333   1761.9689      3.5439
2005 02 08   2005.104167   1762.7630      3.3453
2005 02 15   2005.125000   1762.9112      3.0030
2005 02 23   2005.145833   1762.3053      2.7530
2005 03 02   2005.166667   1760.8509      2.7753
2005 03 10   2005.187500   1758.6626      3.1264
2005 03 18   2005.208333   1756.1221      3.6415
2005 03 25   2005.229167   1753.5392      4.0989
2005 04 02   2005.250000   1751.1124      4.3593
2005 04 09   2005.270833   1749.0141      4.3678
2005 04 17   2005.291667   1747.2863      4.1266
2005 04 25   2005.312500   1745.7864      3.7461
2005 05 02   2005.333333   1744.4733      3.3438
2005 05 10   2005.354167   1743.3279      3.0525
2005 05 17   2005.375000   1742.4290      2.9418
2005 05 25   2005.395833   1741.8574      2.9409
2005 06 02   2005.416667   1741.7020      2.9698
2005 06 09   2005.437500   1742.0253      2.9488
2005 06 17   2005.458333   1742.8978      2.8421
2005 06 24   2005.479167   1744.0655      2.6611
2005 07 02   2005.500000   1745.3503      2.3998
2005 07 10   2005.520833   1746.5914      2.0959
2005 07 17   2005.541667   1747.4975      1.7650
2005 07 25   2005.562500   1747.9888      1.4774
2005 08 01   2005.583333   1748.0299      1.2995
2005 08 09   2005.604167   1747.5773      1.2420
2005 08 17   2005.625000   1746.6448      1.2511
2005 08 24   2005.645833   1745.3545      1.2835
2005 09 01   2005.666667   1743.9137      1.3176
2005 09 08   2005.687500   1742.5294      1.3792
2005 09 16   2005.708333   1741.4650      1.5026
2005 09 24   2005.729167   1741.0287      1.6560
2005 10 01   2005.750000   1741.3491      1.8118
2005 10 09   2005.770833   1742.4876      1.9550
2005 10 16   2005.791667   1744.3785      2.0345
2005 10 24   2005.812500   1746.8798      2.0387
2005 11 01   2005.833333   1749.5825      1.9936
2005 11 08   2005.854167   1752.1955      1.9356
2005 11 16   2005.875000   1754.4700      1.9360
2005 11 23   2005.895833   1756.1713      1.9393
2005 12 01   2005.916667   1757.2836      1.9291
2005 12 09   2005.937500   1757.9690      1.8861
2005 12 16   2005.958333   1758.3567      1.8491
2005 12 24   2005.979167   1758.7310      1.9279
2006 01 01   2006.000000   1759.0792      2.1322
2006 01 08   2006.020833   1759.8684      2.3470
2006 01 16   2006.041667   1760.9922      2.5329
2006 01 23   2006.062500   1762.5721      2.7696
2006 01 31   2006.083333   1764.3024      3.1059
2006 02 08   2006.104167   1765.9674      3.5270
2006 02 15   2006.125000   1767.4473      3.9103
2006 02 23   2006.145833   1768.3713      4.0240
2006 03 02   2006.166667   1768.5207      3.7424
2006 03 10   2006.187500   1768.0617      3.1864
2006 03 18   2006.208333   1766.9966      2.4825
2006 03 25   2006.229167   1765.3810      1.8407
2006 04 02   2006.250000   1763.3314      1.5659
2006 04 09   2006.270833   1761.0116      1.5808
2006 04 17   2006.291667   1758.5085      1.6467
2006 04 25   2006.312500   1755.9405      1.7573
2006 05 02   2006.333333   1753.4227      2.0526
2006 05 10   2006.354167   1751.0347      2.6160
2006 05 17   2006.375000   1748.9254      3.2806
2006 05 25   2006.395833   1747.1748      3.8401
2006 06 02   2006.416667   1745.9482      4.1470
2006 06 09   2006.437500   1745.3029      4.2163
2006 06 17   2006.458333   1744.9984      3.8924
2006 06 24   2006.479167   1745.1728      3.4871
2006 07 02   2006.500000   1745.4040      2.7868
2006 07 10   2006.520833   1745.6343      2.1182
2006 07 17   2006.541667   1745.8555      1.6671
2006 07 25   2006.562500   1746.0911      1.5235
2006 08 01   2006.583333   1746.3081      1.5704
2006 08 09   2006.604167   1746.5835      1.6315
2006 08 17   2006.625000   1746.9361      1.6327
2006 08 24   2006.645833   1747.2963      1.5829
2006 09 01   2006.666667   1747.6137      1.5240
2006 09 08   2006.687500   1747.7766      1.4802
2006 09 16   2006.708333   1747.8284      1.5261
2006 09 24   2006.729167   1747.6278      1.6376
2006 10 01   2006.750000   1747.2800      1.8536
2006 10 09   2006.770833   1746.7819      2.1569
2006 10 16   2006.791667   1746.3212      2.4937
2006 10 24   2006.812500   1745.9786      2.7900
2006 11 01   2006.833333   1745.8195      2.9873
2006 11 08   2006.854167   1746.1003      3.0476
2006 11 16   2006.875000   1746.8875      2.9790
2006 11 23   2006.895833   1748.1340      2.8405
2006 12 01   2006.916667   1749.8211      2.7125
2006 12 09   2006.937500   1751.8630      2.7174
2006 12 16   2006.958333   1753.8117      2.8948
2006 12 24   2006.979167   1755.4007      3.2077
2007 01 01   2007.000000   1755.1094      2.9243
2007 01 08   2007.020833   1755.2136      3.1583
2007 01 16   2007.041667   1754.6547      3.2444
2007 01 23   2007.062500   1753.9483      3.1548
2007 01 31   2007.083333   1753.5020      2.8950
2007 02 08   2007.104167   1753.7823      2.4783
2007 02 15   2007.125000   1755.3272      2.0141
2007 02 23   2007.145833   1757.8578      1.6433
2007 03 02   2007.166667   1761.1207      1.4276
2007 03 10   2007.187500   1764.6215      1.3852
2007 03 18   2007.208333   1767.4760      1.3578
2007 03 25   2007.229167   1769.1383      1.3270
2007 04 02   2007.250000   1769.3889      1.4566
2007 04 09   2007.270833   1768.2062      1.8548
2007 04 17   2007.291667   1765.7608      2.4478
2007 04 25   2007.312500   1762.8598      3.0910
2007 05 02   2007.333333   1760.1159      3.5701
2007 05 10   2007.354167   1757.9518      3.7923
2007 05 17   2007.375000   1756.2078      3.6395
2007 05 25   2007.395833   1755.8367      3.3432
2007 06 02   2007.416667   1755.9495      2.8744
2007 06 09   2007.437500   1756.2338      2.3717
2007 06 17   2007.458333   1756.3471      1.9711
2007 06 24   2007.479167   1756.0175      1.7375
2007 07 02   2007.500000   1755.2975      1.6890
2007 07 10   2007.520833   1754.3235      1.7643
2007 07 17   2007.541667   1753.3310      1.8843
2007 07 25   2007.562500   1752.6896      2.0152
2007 08 01   2007.583333   1752.5075      2.1247
2007 08 09   2007.604167   1752.8212      2.1821
2007 08 17   2007.625000   1753.5662      2.1873
2007 08 24   2007.645833   1754.4862      2.1474
2007 09 01   2007.666667   1755.3283      2.1100
2007 09 08   2007.687500   1755.9497      2.1307
2007 09 16   2007.708333   1756.2319      2.2251
2007 09 24   2007.729167   1756.1717      2.3791
2007 10 01   2007.750000   1756.0338      2.5325
2007 10 09   2007.770833   1755.9637      2.6296
2007 10 16   2007.791667   1756.1027      2.6887
2007 10 24   2007.812500   1756.6256      2.7404
2007 11 01   2007.833333   1757.3938      2.8207
2007 11 08   2007.854167   1758.2857      2.9957
2007 11 16   2007.875000   1759.1401      3.2426
2007 11 23   2007.895833   1759.8038      3.8164
2007 12 01   2007.916667   1760.1130      4.1883
2007 12 09   2007.937500   1760.2088      4.5518
2007 12 16   2007.958333   1760.1613      4.8304
2007 12 24   2007.979167   1760.1119      4.9904
2008 01 01   2008.000000   1764.4456      5.3739
2008 01 08   2008.020833   1764.6157      5.0919
2008 01 16   2008.041667   1764.6888      4.6685
2008 01 23   2008.062500   1764.5034      4.1486
2008 01 31   2008.083333   1764.0082      3.5091
2008 02 08   2008.104167   1763.2813      2.9962
2008 02 15   2008.125000   1762.5073      2.9932
2008 02 23   2008.145833   1761.9159      3.5989
2008 03 02   2008.166667   1761.8514      4.5438
2008 03 09   2008.187500   1762.4086      5.3689
2008 03 17   2008.208333   1763.5122      5.8195
2008 03 24   2008.229167   1765.0259      5.8231
2008 04 01   2008.250000   1766.4173      5.3323
2008 04 09   2008.270833   1767.1794      4.5942
2008 04 16   2008.291667   1767.1641      3.8336
2008 04 24   2008.312500   1766.2084      3.2398
2008 05 01   2008.333333   1764.4618      2.9568
2008 05 09   2008.354167   1762.5269      2.9021
2008 05 17   2008.375000   1760.6175      3.0274
2008 05 24   2008.395833   1759.0650      3.2250
2008 06 01   2008.416667   1758.1602      3.3688
2008 06 09   2008.437500   1758.0391      3.3630
2008 06 16   2008.458333   1758.5016      3.1314
2008 06 24   2008.479167   1759.4120      2.7086
2008 07 02   2008.500000   1760.6163      2.1612
2008 07 09   2008.520833   1761.6498      1.6087
2008 07 17   2008.541667   1762.5160      1.2288
2008 07 24   2008.562500   1763.1239      1.1557
2008 08 01   2008.583333   1763.3520      1.3252
2008 08 09   2008.604167   1764.0740      1.7193
2008 08 16   2008.625000   1763.6136      2.0318
2008 08 24   2008.645833   1762.8498      2.3559
2008 09 01   2008.666667   1761.8856      2.6248
2008 09 08   2008.687500   1760.8937      2.8008
2008 09 16   2008.708333   1759.9858      2.8453
2008 09 23   2008.729167   1759.3226      2.7762
2008 10 01   2008.750000   1759.1616      2.6951
2008 10 09   2008.770833   1759.6628      2.6375
2008 10 16   2008.791667   1760.8384      2.6613
2008 10 24   2008.812500   1762.7179      2.8829
2008 10 31   2008.833333   1765.1022      3.2373
2008 11 08   2008.854167   1767.7094      3.6956
2008 11 16   2008.875000   1770.1805      4.2469
2008 11 23   2008.895833   1772.1569      4.8029
2008 12 01   2008.916667   1773.3580      5.3024
2008 12 09   2008.937500   1773.6192      5.7220
2008 12 16   2008.958333   1773.1907      6.1870
2008 12 24   2008.979167   1772.1807      6.1512
2009 01 01   2009.000000   1769.2992      5.7968
2009 01 08   2009.020833   1769.0065      5.1214
2009 01 16   2009.041667   1769.8643      4.1808
2009 01 23   2009.062500   1771.8475      3.2922
2009 01 31   2009.083333   1774.8942      2.8564
2009 02 08   2009.104167   1778.7529      3.1119
2009 02 15   2009.125000   1782.4115      3.6583
2009 02 23   2009.145833   1786.0737      3.9822
2009 03 02   2009.166667   1788.9595      3.9441
2009 03 10   2009.187500   1790.7213      3.4959
2009 03 18   2009.208333   1791.1268      2.7870
2009 03 25   2009.229167   1790.5157      2.1015
2009 04 02   2009.250000   1789.1267      1.6785
2009 04 09   2009.270833   1787.1885      1.5871
2009 04 17   2009.291667   1784.9913      1.5715
2009 04 25   2009.312500   1782.6635      1.4944
2009 05 02   2009.333333   1780.2936      1.3724
2009 05 10   2009.354167   1777.9134      1.3259
2009 05 17   2009.375000   1775.6346      1.4838
2009 05 25   2009.395833   1773.5773      1.7525
2009 06 02   2009.416667   1771.8377      2.0408
2009 06 09   2009.437500   1770.5303      2.3034
2009 06 17   2009.458333   1769.7826      2.4976
2009 06 24   2009.479167   1771.5741      2.0048
2009 07 02   2009.500000   1771.7141      1.8672
2009 07 10   2009.520833   1771.8120      1.7231
2009 07 17   2009.541667   1771.6640      1.6052
2009 07 25   2009.562500   1771.1501      1.5531
2009 08 01   2009.583333   1770.4248      1.5387
2009 08 09   2009.604167   1769.5912      1.5454
2009 08 17   2009.625000   1768.7872      1.5644
2009 08 24   2009.645833   1768.2279      1.5836
2009 09 01   2009.666667   1767.8568      1.6175
2009 09 08   2009.687500   1767.5811      1.6751
2009 09 16   2009.708333   1767.2840      1.7582
2009 09 24   2009.729167   1766.7403      1.8529
2009 10 01   2009.750000   1765.8872      1.9641
2009 10 09   2009.770833   1762.4083      2.8110
2009 10 16   2009.791667   1761.7877      2.5526
2009 10 24   2009.812500   1761.3317      2.2561
2009 11 01   2009.833333   1761.1853      2.0525
2009 11 08   2009.854167   1761.3918      2.0645
2009 11 16   2009.875000   1761.9089      2.4214
2009 11 23   2009.895833   1762.6774      2.9878
2009 12 01   2009.916667   1763.5576      3.5941
2009 12 09   2009.937500   1764.4207      4.1121
2009 12 16   2009.958333   1765.3246      4.4380
2009 12 24   2009.979167   1766.4185      4.5808
2010 01 01   2010.000000   1768.6611      4.7691
2010 01 08   2010.020833   1771.7019      3.4374
2010 01 16   2010.041667   1775.6263      4.1741
2010 01 23   2010.062500   1779.6480      5.0781
2010 01 31   2010.083333   1783.3513      5.8786
2010 02 08   2010.104167   1786.1482      6.3998
2010 02 15   2010.125000   1787.6193      6.4988
2010 02 23   2010.145833   1787.6050      6.1303
2010 03 02   2010.166667   1786.2151      5.3691
2010 03 10   2010.187500   1783.7885      4.3778
2010 03 18   2010.208333   1780.7894      3.4447
2010 03 25   2010.229167   1777.7242      2.9993
2010 04 02   2010.250000   1777.7145      3.2553
2010 04 09   2010.270833   1777.7588      4.9998
2010 04 17   2010.291667   1776.1053      4.8536
2010 04 25   2010.312500   1774.2454      4.6915
2010 05 02   2010.333333   1772.5572      4.6724
2010 05 10   2010.354167   1771.1989      4.8800
